caseID,activity_chain,next_activity
1-737422447,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422447,['Completed - Closed'],end
1-737422470,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422470,['Completed - Closed'],end
1-737422481,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422481,['Completed - Closed'],end
1-737422559,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422559,['Completed - Closed'],end
1-737422583,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422583,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422607,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422607,['Completed - Closed'],end
1-737422629,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422629,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422662,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422662,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422696,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422696,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422718,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422718,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422740,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422740,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422740,['Completed - Closed'],end
1-737422751,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422751,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737422751,['Completed - Closed'],end
1-737422774,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422774,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422808,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737422808,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737422819,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422819,['Completed - Closed'],end
1-737422898,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737422898,['Completed - Closed'],end
1-737425019,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737425019,"['Accepted - In Progress', 'Completed - In Call']",end
1-737425034,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737425034,"['Accepted - In Progress', 'Completed - In Call']",end
1-737425061,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-737425061,"['Accepted - In Progress', 'Completed - In Call']",end
1-737425122,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737425122,"['Accepted - In Progress', 'Completed - In Call']",end
1-737425231,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-737425231,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737425231,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait
1-737425231,"['Accepted - Wait', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737425231,['Completed - Closed'],end
1-737425713,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-737425713,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",Queued - Awaiting Assignment
1-737425713,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737425713,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - In Progress
1-737425713,"['Accepted - In Progress', 'Accepted - Wait', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737425713,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737425721,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737425758,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737460077,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Queued - Awaiting Assignment
1-737460077,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460077,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-737460077,['Completed - Closed'],end
1-737460186,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460186,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737460240,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460240,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737460240,"['Completed - Resolved', 'Completed - Closed']",end
1-737460260,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737460260,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Accepted - Assigned
1-737460260,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460260,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-737460260,"['Accepted - Wait - User', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460260,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-737460260,"['Completed - Resolved', 'Completed - Closed']",end
1-737460300,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737460300,"['Accepted - In Progress', 'Completed - In Call']",end
1-737460373,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737460373,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737460373,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Completed - Resolved
1-737460373,"['Completed - Resolved', 'Completed - Closed']",end
1-737460391,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737460436,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737460436,['Completed - Closed'],end
1-737460454,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737460454,"['Accepted - In Progress', 'Completed - In Call']",end
1-737460481,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737460727,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737460731,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460731,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737460731,"['Completed - Resolved', 'Completed - Closed']",end
1-737460749,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460749,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-737460749,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737460749,['Completed - Closed'],end
1-737460767,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460767,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737460825,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737460825,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait
1-737460825,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737460825,"['Completed - Resolved', 'Completed - Closed']",end
1-737461013,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461154,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737461154,"['Accepted - In Progress', 'Completed - In Call']",end
1-737461181,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461285,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737461285,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Completed - Resolved
1-737461285,"['Completed - Resolved', 'Completed - Closed']",end
1-737461417,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461433,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461668,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-737461668,"['Accepted - In Progress', 'Completed - In Call']",end
1-737461703,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461747,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737461887,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737461887,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737461887,"['Completed - Resolved', 'Completed - Closed']",end
1-737461955,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737461955,['Completed - Closed'],end
1-737462301,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Completed - Resolved
1-737462301,"['Completed - Resolved', 'Completed - Closed']",end
1-737462313,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737462313,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Completed - Resolved']",Completed - Closed
1-737462313,['Completed - Closed'],end
1-737462429,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737462429,['Completed - Closed'],end
1-737462440,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737462440,['Completed - Closed'],end
1-737462500,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737462500,"['Completed - Resolved', 'Completed - Closed']",end
1-737462627,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737462627,['Completed - Closed'],end
1-737462837,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737462837,"['Completed - Resolved', 'Completed - Closed']",end
1-737463991,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737463991,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737463991,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737463991,['Completed - Closed'],end
1-737464026,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464026,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737464075,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737464121,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464121,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464121,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464121,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737464121,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Accepted - In Progress
1-737464121,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-737464121,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737464121,['Completed - Closed'],end
1-737464558,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-737464558,['Completed - Closed'],end
1-737464591,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
1-737464711,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464711,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-737464766,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-737464766,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-737464766,"['Completed - Resolved', 'Completed - Closed']",end
1-738144182,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - User
1-738144182,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-738144221,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",end
